,ID,Count
0,18288,483.9694936211439
1,18289,386.2329758945539
2,18290,326.872060253149
3,18291,270.0827055762154
4,18292,227.32942947458923
5,18293,203.4973377269314
6,18294,218.81489651530353
7,18295,253.76748434008886
8,18296,292.22909180870136
9,18297,377.6238370134985
10,18298,535.9941500562147
11,18299,594.2197946363817
12,18300,600.5153887032477
13,18301,531.1090442775538
14,18302,567.8849462309948
15,18303,560.7120972531723
16,18304,546.4008014508979
17,18305,559.1295981981128
18,18306,572.8904595464535
19,18307,607.8946506012953
20,18308,584.1657653137495
21,18309,545.2569298513163
22,18310,547.2350536701404
23,18311,534.2998440027005
24,18312,368.81236763474243
25,18313,294.3315646456678
26,18314,249.09516001432377
27,18315,205.81843156159056
28,18316,173.23799582956923
29,18317,155.076582147527
30,18318,166.74943590707863
31,18319,193.3853020939493
32,18320,222.6952414609982
33,18321,287.7709096129274
34,18322,408.4581241712537
35,18323,452.8293874795991
36,18324,457.62698936168323
37,18325,404.7353948419864
38,18326,432.760730426401
39,18327,427.2946102492723
40,18328,416.3885862987426
41,18329,426.08865567781936
42,18330,436.5752171687133
43,18331,463.2504079611751
44,18332,445.16764349031416
45,18333,415.5168908748115
46,18334,417.0243340891276
47,18335,407.1669662876876
48,18336,363.2086796685777
49,18337,289.85952847875484
50,18338,245.31043999651635
51,18339,202.69125262354902
52,18340,170.60583986707158
53,18341,152.72036838282298
54,18342,164.21586629456863
55,18343,190.44703053563154
56,18344,219.31163843081717
57,18345,283.39855519989084
58,18346,402.25206364844746
59,18347,445.94915565435235
60,18348,450.6738633867486
61,18349,398.5858969927084
62,18350,426.1854192109138
63,18351,420.80235056498685
64,18352,410.0620313481737
65,18353,419.6147191131276
66,18354,429.94194912929413
67,18355,456.21184048291786
68,18356,438.40382322379
69,18357,409.20358035307936
70,18358,410.6881196679033
71,18359,400.98052345270713
72,18360,512.1962547160228
73,18361,408.75940799664426
74,18362,345.93636012114683
75,18363,285.83485546714667
76,18364,240.5880616408503
77,18365,215.366000547978
78,18366,231.5769319108095
79,18367,268.5680745601894
80,18368,309.2728949164956
81,18369,399.6481546029365
82,18370,567.2551675816974
83,18371,628.8767314931895
84,18372,635.5395062026744
85,18373,562.085145675977
86,18374,601.0059443887601
87,18375,593.4147502525437
88,18376,578.2687705850811
89,18377,591.7399544239299
90,18378,606.3033964118747
91,18379,643.3491519687097
92,18380,618.2363166907464
93,18381,577.0581844698324
94,18382,579.1516792555994
95,18383,565.4620437869319
96,18384,505.98982815528814
97,18385,403.8063548975989
98,18386,341.74455162194147
99,18387,282.37131386054386
100,18388,237.6727882037352
101,18389,212.7563499428183
102,18390,228.7708488755839
103,18391,265.31375941054057
104,18392,305.52534797164486
105,18393,394.8055051324684
106,18394,560.3815766360841
107,18395,621.2564546679882
108,18396,627.8384946560761
109,18397,555.2742013447811
110,18398,593.7233857560698
111,18399,586.2241762614451
112,18400,571.261724703825
113,18401,584.5696744065158
114,18402,598.9566470580735
115,18403,635.5535087404738
116,18404,610.7449727744431
117,18405,570.0658076021637
118,18406,572.1339349208251
119,18407,558.6101806283613
120,18408,521.3697370366788
121,18409,416.0803268205
122,18410,352.1321123439014
123,18411,290.95418417974895
124,18412,244.8970160888808
125,18413,219.22322554778316
126,18414,235.72449619148412
127,18415,273.3781536288784
128,18416,314.8120010845942
129,18417,406.80589003535465
130,18418,577.4147601269345
131,18419,640.1399719505471
132,18420,646.9220775716527
133,18421,572.1521426504485
134,18422,611.7700164699121
135,18423,604.0428633442261
136,18424,588.6256177793089
137,18425,602.3380717673361
138,18426,617.1623463489874
139,18427,654.8715948160632
140,18428,629.3089863343273
141,18429,587.3933499547084
142,18430,589.5243394258207
143,18431,575.589521319069
144,18432,505.2999802271228
145,18433,403.255820159931
146,18434,341.2786296650561
147,18435,281.9863391930684
148,18436,237.34875386272603
149,18437,212.46628575764058
150,18438,228.45895111136042
151,18439,264.95204038565345
152,18440,305.10880594535814
153,18441,394.26724182243925
154,18442,559.6175729978413
155,18443,620.4094564592009
156,18444,626.9825227359685
157,18445,554.5171609142295
158,18446,592.9139251211387
159,18447,585.4249397730184
160,18448,570.4828874717331
161,18449,583.7726936050877
162,18450,598.1400515870928
163,18451,634.6870184538186
164,18452,609.9123055335976
165,18453,569.2886008394782
166,18454,571.3539085493915
167,18455,557.8485920463072
168,18456,492.61090618482143
169,18457,393.1292752158795
170,18458,332.7084535907793
171,18459,274.90510888047265
172,18460,231.38846090910596
173,18461,207.13084040444733
174,18462,222.72189854908737
175,18463,258.2985747421337
176,18464,297.4469251199154
177,18465,384.3664177185275
178,18466,545.5644776148754
179,18467,604.8297575919732
180,18468,611.2377612763509
181,18469,540.5921468871071
182,18470,578.0246929996732
183,18471,570.7237707691119
184,18472,556.1569427215654
185,18473,569.1130157446233
186,18474,583.1195811749566
187,18475,618.748781988367
188,18476,594.5962107244353
189,18477,554.9926469701682
190,18478,557.0060907507786
191,18479,543.8399192462658
192,18480,377.45392776721536
193,18481,301.22798173461246
194,18482,254.93165301963307
195,18483,210.64091721769034
196,18484,177.29709657988064
197,18485,158.71014687411292
198,18486,170.6565046604618
199,18487,197.91646987310673
200,18488,227.91316387678518
201,18489,294.51360546053354
202,18490,418.0286151617258
203,18491,463.43953162078276
204,18492,468.34954503998966
205,18493,414.2186593938168
206,18494,442.90065035082256
207,18495,437.30645473385744
208,18496,426.14489417434936
209,18497,436.0722437104502
210,18498,446.80451347920797
211,18499,474.104724703486
212,18500,455.59826702098354
213,18501,425.25277424982073
214,18502,426.7955380290797
215,18503,416.7072044464477
216,18504,371.85010573992344
217,18505,296.7558385799063
218,18506,251.14684245719963
219,18507,207.5136634658591
220,18508,174.66487764639012
221,18509,156.3538767399831
222,18510,168.12287443551222
223,18511,194.9781280203687
224,18512,224.52947989819324
225,18513,290.1411464444633
226,18514,411.82240616679303
227,18515,456.5591351947161
228,18516,461.3962527203351
229,18517,408.06901442560246
230,18518,436.3251818293544
231,18519,430.81403973049356
232,18520,419.8181878689775
233,18521,429.5981522650373
234,18522,440.1710867472642
235,18523,467.06598883642926
236,18524,448.83428493863846
237,18525,418.93931269014183
238,18526,420.459172021962
239,18527,410.520613608669
240,18528,520.8378026088983
241,18529,415.6558153177498
242,18530,351.7728448598557
243,18531,290.65733429284984
244,18532,244.64715664199625
245,18533,218.99956012811242
246,18534,235.48399513035986
247,18535,273.09923592156247
248,18536,314.4908099418035
249,18537,406.39084090042866
250,18538,576.8256450168674
251,18539,639.4868606065435
252,18540,646.2620466939354
253,18541,571.5683967960498
254,18542,611.1458499513609
255,18543,603.4265805567095
256,18544,588.0250646422013
257,18545,601.7235283161627
258,18546,616.532678233959
259,18547,654.2034533373537
260,18548,628.6669254478528
261,18549,586.7940540552838
262,18550,588.922869355967
263,18551,575.0022684332391
264,18552,514.6312653749239
265,18553,410.70267389566914
266,18554,347.5809616121583
267,18555,287.1937309242385
268,18556,241.73183121961193
269,18557,216.38986298756177
270,18558,232.67786205695253
271,18559,269.8448627408394
272,18560,310.74319617054994
273,18561,401.5481050756471
274,18562,569.9519315011133
275,18563,631.8664478962698
276,18564,638.5608978226
277,18565,564.75733101183
278,18566,603.8631614558021
279,18567,596.2358783430161
280,18568,581.017893811031
281,18569,594.5531204380368
282,18570,609.1857978726379
283,18571,646.4076710969048
284,18572,621.1754479456135
285,18573,579.8015524992788
286,18574,581.9049998805028
287,18575,568.1502830919783
288,18576,530.0112748230827
289,18577,422.97672607611264
290,18578,357.968590256719
291,18579,295.776657365462
292,18580,248.95610634283008
293,18581,222.85678087839347
294,18582,239.63155484164213
295,18583,277.90930969096325
296,18584,320.02991000744106
297,18585,413.54856844713385
298,18586,586.9852263692306
299,18587,650.7500886551327
300,18588,657.6446055226779
301,18589,581.6353826796602
302,18590,621.9099101736808
303,18591,614.0546819393466
304,18592,598.3819004262386
305,18593,612.32163398357
306,18594,627.3916162077121
307,18595,665.725883490374
308,18596,639.739582892618
309,18597,597.1292081538561
310,18598,599.2955180985766
311,18599,585.1297348078834
312,18600,513.9414266481743
313,18601,410.1521465012123
314,18602,347.11504586989133
315,18603,286.8087613916802
316,18604,241.40780120067805
317,18605,216.09980267135438
318,18606,232.36596845292271
319,18607,269.4831485406781
320,18608,310.32665970023606
321,18609,401.00984894514875
322,18610,569.1879380533992
323,18611,631.0194609850198
324,18612,637.704937319724
325,18613,564.0003006789295
326,18614,603.05371161772
327,18615,595.4366525150654
328,18616,580.239066967323
329,18617,593.7561502669975
330,18618,608.3692132936728
331,18619,645.5411923677785
332,18620,620.3427918111543
333,18621,579.0243561032298
334,18622,581.1249839133144
335,18623,567.3887046682402
336,18624,501.25243562644243
337,18625,400.02566781191865
338,18626,338.5449258675465
339,18627,279.72757740931866
340,18628,235.4475472433561
341,18629,210.76439222628042
342,18630,226.62895342635704
343,18631,262.8297264286646
344,18632,302.6648290040389
345,18633,391.1090896191753
346,18634,555.1349346153597
347,18635,615.4398640507987
348,18636,621.960278873065
349,18637,550.0753777587381
350,18638,588.1645769117572
351,18639,580.7355796962245
352,18640,565.9132159472481
353,18641,579.0965683201356
354,18642,593.3488411556896
355,18643,629.6030601811308
356,18644,605.0267972103213
357,18645,564.7284957677919
358,18646,566.7772599879029
359,18647,553.3801235224824
360,18648,386.0953817830673
361,18649,308.12431413694185
362,18650,260.7680743539818
363,18651,215.46334365463588
364,18652,181.35614748525097
365,18653,162.34366698125453
366,18654,174.56352543582616
367,18655,202.44758201043484
368,18656,233.131022217534
369,18657,301.2562185091902
370,18658,427.59898862849275
371,18659,474.04954547152965
372,18660,479.0719690474682
373,18661,423.7018074930652
374,18662,453.0404457590663
375,18663,447.31817627500527
376,18664,435.9010822444568
377,18665,446.0557091466271
378,18666,457.03368417600063
379,18667,484.95890815696964
380,18668,466.02876246569303
381,18669,434.98853807013955
382,18670,436.566621980612
383,18671,426.2473254530013
384,18672,380.4916282915863
385,18673,303.65222567739846
386,18674,256.9833100805025
387,18675,212.33612814971377
388,18676,178.72396074429943
389,18677,159.98742566475732
390,18678,172.02992619765695
391,18679,199.5092760941774
392,18680,229.74737962204176
393,18681,296.8838129691267
394,18682,421.3928555366782
395,18683,467.16923319402196
396,18684,472.11876176790327
397,18685,417.55223773618036
398,18686,446.4650576568307
399,18687,440.82584067511357
400,18688,429.5744533159084
401,18689,439.58169688058604
402,18690,450.4003385721294
403,18691,477.9202583749934
404,18692,459.26486310813743
405,18693,428.6751537252983
406,18694,430.23033346845773
407,18695,420.06081027840713
408,18696,529.4792628936416
409,18697,422.5521527229824
410,18698,357.6092704282014
411,18699,295.47976422819585
412,18700,248.7062104919808
413,18701,222.6330828711695
414,18702,239.3910187400491
415,18703,277.6303513459588
416,18704,319.70867206781645
417,18705,413.1334588404738
418,18706,586.3960254264047
419,18707,650.0968821542616
420,18708,656.9844784799325
421,18709,581.0515517747914
422,18710,621.2856527154587
423,18711,613.4383093608009
424,18712,597.7812597898773
425,18713,611.7070009947852
426,18714,626.7618563514425
427,18715,665.05764466494
428,18716,639.0974284593029
429,18717,596.5298249383543
430,18718,598.6939603958739
431,18719,584.5423963606165
432,18720,523.2727822379718
433,18721,417.59905645334885
434,18722,353.41742539338156
435,18723,292.01619243352
436,18724,245.79091164547344
437,18725,220.02340952041249
438,18726,236.58491124712992
439,18727,274.3760078318454
440,18728,315.96109245951493
441,18729,408.2907671616906
442,18730,579.5223745708815
443,18731,642.47653891107
444,18732,649.2833998116637
445,18733,574.2405480797108
446,18734,614.0030306083146
447,18735,606.2476726969826
448,18736,590.7741528355243
449,18737,604.5366584815328
450,18738,619.4150429637041
451,18739,657.2619334902279
452,18740,631.6060192487828
453,18741,589.537387125443
454,18742,591.6761548947552
455,18743,577.6904734815146
456,18744,538.6527402824117
457,18745,429.8730676109353
458,18746,363.8050193199699
459,18747,300.59909018852335
460,18748,253.01516262341337
461,18749,226.49030579723734
462,18750,243.53858079089304
463,18751,282.4404278286332
464,18752,325.2477752579578
465,18753,420.2911904247205
466,18754,596.5556125095995
467,18755,661.3601165562291
468,18756,668.3670437293656
469,18757,591.1185433370022
470,18758,632.0497190095855
471,18759,624.0664167385531
472,18760,608.1381014160138
473,18761,622.3051126403875
474,18762,637.6208004505213
475,18763,676.5800813175497
476,18764,650.1700921499493
477,18765,606.8649848667957
478,18766,609.0666149895025
479,18767,594.6698684479771
480,18768,522.5829388145854
481,18769,417.04852531073016
482,18770,352.95150647901517
483,18771,291.63122027996934
484,18772,245.46687942044235
485,18773,219.73334722938415
486,18774,236.2730155196314
487,18775,274.01429116902125
488,18776,315.5445531532912
489,18777,407.7525073665771
490,18778,578.7583759216624
491,18779,641.6295462332695
492,18780,648.4274334811421
493,18781,573.4835125927123
494,18782,613.1935752592461
495,18783,605.4484414276536
496,18784,589.9953206893208
497,18785,603.7396828844725
498,18786,618.598452825177
499,18787,656.3954488618449
500,18788,630.7733574453414
501,18789,588.7601854379989
502,18790,590.8961336169752
503,18791,576.9288898727134
504,18792,509.8939053571602
505,18793,406.92201275553305
506,18794,344.3813578156852
507,18795,284.5500126160597
508,18796,239.50660553028982
509,18797,214.39791894113887
510,18798,230.5359813068113
511,18799,267.3608468060203
512,18800,307.88269683369356
513,18801,397.8517149295716
514,18802,564.7053254862735
515,18803,626.0498971963244
516,18804,632.6827223797452
517,18805,559.5585431035101
518,18806,598.3043907596666
519,18807,590.74731944413
520,18808,575.6694217594145
521,18809,589.0800519116854
522,18810,603.578030454681
523,18811,640.4572633734265
524,18812,615.4573116233476
525,18813,574.4642772930272
526,18814,576.5483617085829
527,18815,562.9202618781676
528,18816,394.7368900719098
529,18817,315.0206898519571
530,18818,266.60453234420334
531,18819,220.28580037901958
532,18820,185.41522388364956
533,18821,165.97720990886154
534,18822,178.47057074938763
535,18823,206.97872260559024
536,18824,238.34891332924659
537,18825,307.9988739050924
538,18826,437.16942220236524
539,18827,484.65962595888425
540,18828,489.7944603975508
541,18829,433.18501515159676
542,18830,463.18030485069227
543,18831,457.3299606951624
544,18832,445.65733158868574
545,18833,456.03923728435
546,18834,467.2629191175006
547,18835,495.81315978057773
548,18836,476.4593234195379
549,18837,444.72436303630457
550,18838,446.33776729982003
551,18839,435.7875063766587
552,18840,389.1331015482024
553,18841,310.54857343486424
554,18842,262.8197444100261
555,18843,217.15856532410803
556,18844,182.78302068741283
557,18845,163.62095386216976
558,18846,175.93695567225933
559,18847,204.0403983203239
560,18848,234.96524958069438
561,18849,303.6264410306536
562,18850,430.9632503125094
563,18851,477.7792706686605
564,18852,482.8412096495621
565,18853,427.03540695027993
566,18854,456.6048756419939
567,18855,450.8375845080161
568,18856,439.3306631088085
569,18857,449.56518454560353
570,18858,460.6295320448415
571,18859,488.77446599602837
572,18860,469.6953817770292
573,18861,438.41093922293373
574,18862,440.00143917594926
575,18863,429.60095252666594
576,18864,538.1207679811905
577,18865,429.44852588319793
578,18866,363.4457262562755
579,18867,300.30221916607434
580,18868,252.7652853866726
581,18869,226.2666244527109
582,18870,243.2980626062245
